data_snapshot;n_analistas;tarefas_existentes;tarefas_concluidas;tarefas_em_execucao;tarefas_em_fila;workload_total_h;workload_medio_por_analista_h;workload_max_analista_h;percentual_analistas_ociosos;fila_media_h;fila_max_h;lead_time_medio_concluidas_h;cenario;n_analistas_cenario;execucao
2026-01-01 09:00:00;7;1;0;1;0;4,0;0,5714285714285714;4,0;85,71428571428571;0,0;0,0;0,0;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;7;301;141;7;153;1290,3166666658335;184,33095238083337;416,01666666666665;0,0;50,44389978213507;127,95;39,32635933797676;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-02-26 09:00:00;7;601;278;7;316;2350,3499999994447;335,7642857142064;670,0;0,0;98,15965189873418;239,76666666666665;78,52511990398881;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-03-26 09:00:00;7;901;440;7;454;3674,3499999994447;524,9071428570635;1288,05;0,0;134,52382525697504;359,9166666666667;125,9361742423428;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-04-23 09:00:00;7;1000;598;6;396;3454,333333332778;493,4761904761111;1336,0499999997223;14,285714285714285;234,54789562289565;399,95;163,27993311027916;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-05-21 09:00:00;7;1000;727;6;267;2494,3333333325;356,3333333332143;1176,0499999997223;14,285714285714285;376,7486891385768;519,8666666666667;198,11492434653866;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-06-18 09:00:00;7;1000;826;5;169;1640,2333333327779;234,31904761896826;1016,05;28,57142857142857;527,4020710059173;647,8833333333333;230,56119854711898;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-07-16 09:00:00;7;1000;891;2;107;1102,05;157,43571428571428;856,05;71,42857142857143;676,5116822429908;775,8166666666666;258,5388701832202;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-08-13 09:00:00;7;1000;924;2;74;782,0499999997222;111,72142857138888;696,0499999997222;71,42857142857143;826,5887387387386;911,7666666666667;277,1843253967328;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-09-10 09:00:00;7;1000;958;1;41;536,05;76,57857142857142;536,05;85,71428571428571;976,4711382113821;1031,7833333333333;299,1954418927421;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-10-08 09:00:00;7;1000;970;1;29;376,05;53,721428571428575;376,05;85,71428571428571;1120,9919540229885;1159,7833333333333;309,0477835050636;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-11-05 09:00:00;7;1000;984;1;15;216,05;30,864285714285717;216,05;85,71428571428571;1260,1366666666668;1287,8333333333333;322,1542682925932;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-12-03 09:00:00;7;1000;996;1;3;56,05;8,007142857142856;56,05;85,71428571428571;1397,1499999999999;1399,8;334,47287483257475;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-12-14 09:03:00;7;1000;1000;0;0;0,0;0,0;0,0;100,0;0,0;0,0;338,87249999991104;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
